sample_id,episode,private_profile,private_tool
1649,TSEQ1-E3,TSEQ1,REMOTE
1650,TSEQ1-E3,TSEQ1,REMOTE
1651,TSEQ1-E3,TSEQ1,REMOTE
1652,TSEQ1-E3,TSEQ1,REMOTE
1653,TSEQ1-E3,TSEQ1,REMOTE
1654,TSEQ1-E3,TSEQ1,REMOTE
1655,TSEQ1-E3,TSEQ1,REMOTE
1656,TSEQ1-E3,TSEQ1,REMOTE
1657,TSEQ1-E3,TSEQ1,REMOTE
1658,TSEQ1-E3,TSEQ1,REMOTE
1659,TSEQ1-E3,TSEQ1,REMOTE
1660,TSEQ1-E3,TSEQ1,REMOTE
1661,TSEQ1-E3,TSEQ1,REMOTE
1662,TSEQ1-E3,TSEQ1,REMOTE
1663,TSEQ1-E3,TSEQ1,REMOTE
1664,TSEQ1-E3,TSEQ1,REMOTE
1665,TSEQ1-E3,TSEQ1,LOCAL
1666,TSEQ1-E3,TSEQ1,REMOTE
1667,TSEQ1-E3,TSEQ1,REMOTE
1668,TSEQ1-E3,TSEQ1,REMOTE
1669,TSEQ1-E3,TSEQ1,REMOTE
1670,TSEQ1-E3,TSEQ1,REMOTE
1671,TSEQ1-E3,TSEQ1,REMOTE
1672,TSEQ1-E3,TSEQ1,REMOTE
1673,TSEQ1-E3,TSEQ1,REMOTE
1674,TSEQ1-E3,TSEQ1,REMOTE
1675,TSEQ1-E3,TSEQ1,REMOTE
1676,TSEQ1-E3,TSEQ1,REMOTE
1677,TSEQ1-E3,TSEQ1,REMOTE
1678,TSEQ1-E3,TSEQ1,REMOTE
1679,TSEQ1-E3,TSEQ1,REMOTE
1680,TSEQ1-E3,TSEQ1,REMOTE
1681,TSEQ1-E3,TSEQ1,REMOTE
1682,TSEQ1-E3,TSEQ1,REMOTE
1683,TSEQ1-E3,TSEQ1,REMOTE
1684,TSEQ1-E3,TSEQ1,REMOTE
1685,TSEQ1-E3,TSEQ1,REMOTE
1686,TSEQ1-E3,TSEQ1,REMOTE
1687,TSEQ1-E3,TSEQ1,REMOTE
1688,TSEQ1-E3,TSEQ1,REMOTE
1689,TSEQ1-E3,TSEQ1,REMOTE
1690,TSEQ1-E3,TSEQ1,REMOTE
1691,TSEQ1-E3,TSEQ1,REMOTE
1692,TSEQ1-E3,TSEQ1,REMOTE
1693,TSEQ1-E3,TSEQ1,REMOTE
1694,TSEQ1-E3,TSEQ1,REMOTE
1695,TSEQ1-E3,TSEQ1,REMOTE
1696,TSEQ1-E3,TSEQ1,REMOTE
1697,TSEQ1-E3,TSEQ1,REMOTE
1698,TSEQ1-E3,TSEQ1,REMOTE
1699,TSEQ1-E3,TSEQ1,REMOTE
1700,TSEQ2-E3,TSEQ2,REMOTE
1701,TSEQ2-E3,TSEQ2,REMOTE
1702,TSEQ2-E3,TSEQ2,LOCAL
1703,TSEQ2-E3,TSEQ2,LOCAL
1704,TSEQ2-E3,TSEQ2,LOCAL
1705,TSEQ2-E3,TSEQ2,REMOTE
1706,TSEQ2-E3,TSEQ2,LOCAL
1707,TSEQ2-E3,TSEQ2,REMOTE
1708,TSEQ2-E3,TSEQ2,LOCAL
1709,TSEQ2-E3,TSEQ2,LOCAL
1710,TSEQ2-E3,TSEQ2,LOCAL
1711,TSEQ2-E3,TSEQ2,LOCAL
1712,TSEQ2-E3,TSEQ2,REMOTE
1713,TSEQ2-E3,TSEQ2,REMOTE
1714,TSEQ2-E3,TSEQ2,REMOTE
1715,TSEQ2-E3,TSEQ2,REMOTE
1716,TSEQ2-E3,TSEQ2,REMOTE
1717,TSEQ2-E3,TSEQ2,LOCAL
1718,TSEQ2-E3,TSEQ2,LOCAL
1719,TSEQ2-E3,TSEQ2,REMOTE
1720,TSEQ2-E3,TSEQ2,LOCAL
1721,TSEQ2-E3,TSEQ2,REMOTE
1722,TSEQ2-E3,TSEQ2,LOCAL
1723,TSEQ2-E3,TSEQ2,REMOTE
1724,TSEQ2-E3,TSEQ2,LOCAL
1725,TSEQ2-E3,TSEQ2,LOCAL
1726,TSEQ2-E3,TSEQ2,REMOTE
1727,TSEQ2-E3,TSEQ2,LOCAL
1728,TSEQ2-E3,TSEQ2,LOCAL
1729,TSEQ2-E3,TSEQ2,REMOTE
1730,TSEQ2-E3,TSEQ2,LOCAL
1731,TSEQ2-E3,TSEQ2,REMOTE
1732,TSEQ2-E3,TSEQ2,REMOTE
1733,TSEQ2-E3,TSEQ2,LOCAL
1734,TSEQ2-E3,TSEQ2,REMOTE
1735,TSEQ2-E3,TSEQ2,LOCAL
1736,TSEQ2-E3,TSEQ2,REMOTE
1737,TSEQ2-E3,TSEQ2,REMOTE
1738,TSEQ2-E3,TSEQ2,LOCAL
1739,TSEQ2-E3,TSEQ2,REMOTE
1740,TSEQ2-E3,TSEQ2,LOCAL
1741,TSEQ2-E3,TSEQ2,LOCAL
1742,TSEQ2-E3,TSEQ2,REMOTE
1743,TSEQ2-E3,TSEQ2,LOCAL
1744,TSEQ2-E3,TSEQ2,LOCAL
1745,TSEQ2-E3,TSEQ2,LOCAL
1746,TSEQ2-E3,TSEQ2,REMOTE
1747,TSEQ2-E3,TSEQ2,LOCAL
1748,TSEQ2-E3,TSEQ2,LOCAL
1749,TSEQ2-E3,TSEQ2,LOCAL
1750,TSEQ2-E3,TSEQ2,LOCAL
1751,TSEQ2-E3,TSEQ2,REMOTE
1752,TSEQ2-E3,TSEQ2,LOCAL
1753,TSEQ2-E3,TSEQ2,LOCAL
1754,TSEQ2-E3,TSEQ2,LOCAL
1755,TSEQ2-E3,TSEQ2,REMOTE
1756,TSEQ2-E3,TSEQ2,REMOTE
1757,TSEQ2-E3,TSEQ2,REMOTE
1758,TSEQ2-E3,TSEQ2,REMOTE
1759,TSEQ2-E3,TSEQ2,LOCAL
1760,TSEQ2-E3,TSEQ2,REMOTE
1761,TSEQ2-E3,TSEQ2,REMOTE
1762,TSEQ2-E3,TSEQ2,REMOTE
1763,TSEQ2-E3,TSEQ2,LOCAL
1764,TSEQ2-E3,TSEQ2,REMOTE
1765,TSEQ2-E3,TSEQ2,REMOTE
1766,TSEQ2-E3,TSEQ2,REMOTE
1767,TSEQ2-E3,TSEQ2,LOCAL
1768,TSEQ2-E3,TSEQ2,REMOTE
1769,TSEQ2-E3,TSEQ2,LOCAL
1770,TSEQ2-E3,TSEQ2,REMOTE
1771,TSEQ2-E3,TSEQ2,REMOTE
1772,TSEQ2-E3,TSEQ2,REMOTE
1773,TSEQ2-E3,TSEQ2,REMOTE
1774,TSEQ2-E3,TSEQ2,LOCAL
1775,TSEQ2-E3,TSEQ2,REMOTE
1776,TSEQ2-E3,TSEQ2,REMOTE
1777,TSEQ2-E3,TSEQ2,LOCAL
1778,TSEQ2-E3,TSEQ2,REMOTE
1779,TSEQ2-E3,TSEQ2,LOCAL
1780,TSEQ2-E3,TSEQ2,LOCAL
1781,TSEQ2-E3,TSEQ2,LOCAL
1782,TSEQ2-E3,TSEQ2,REMOTE
1783,TSEQ2-E3,TSEQ2,LOCAL
1784,TSEQ2-E3,TSEQ2,LOCAL
1785,TSEQ2-E3,TSEQ2,LOCAL
1786,TSEQ2-E3,TSEQ2,LOCAL
1787,TSEQ2-E3,TSEQ2,REMOTE
1788,TSEQ2-E3,TSEQ2,LOCAL
1789,TSEQ2-E3,TSEQ2,REMOTE
1790,TSEQ2-E3,TSEQ2,REMOTE
1791,TSEQ2-E3,TSEQ2,LOCAL
1792,TSEQ2-E3,TSEQ2,REMOTE
1793,TSEQ2-E3,TSEQ2,REMOTE
1794,TSEQ2-E3,TSEQ2,LOCAL
1795,TSEQ2-E3,TSEQ2,REMOTE
1796,TSEQ2-E3,TSEQ2,LOCAL
1797,TSEQ2-E3,TSEQ2,REMOTE
1798,TSEQ2-E3,TSEQ2,REMOTE
1799,TSEQ2-E3,TSEQ2,LOCAL
1800,TSEQ3-E3,TSEQ3,LOCAL
1801,TSEQ3-E3,TSEQ3,REMOTE
1802,TSEQ3-E3,TSEQ3,CLOUD
1803,TSEQ3-E3,TSEQ3,LOCAL
1804,TSEQ3-E3,TSEQ3,REMOTE
1805,TSEQ3-E3,TSEQ3,CLOUD
1806,TSEQ3-E3,TSEQ3,LOCAL
1807,TSEQ3-E3,TSEQ3,REMOTE
1808,TSEQ3-E3,TSEQ3,CLOUD
1809,TSEQ3-E3,TSEQ3,LOCAL
1810,TSEQ3-E3,TSEQ3,REMOTE
1811,TSEQ3-E3,TSEQ3,CLOUD
1812,TSEQ3-E3,TSEQ3,LOCAL
1813,TSEQ3-E3,TSEQ3,REMOTE
1814,TSEQ3-E3,TSEQ3,CLOUD
1815,TSEQ3-E3,TSEQ3,LOCAL
1816,TSEQ3-E3,TSEQ3,REMOTE
1817,TSEQ3-E3,TSEQ3,CLOUD
1818,TSEQ3-E3,TSEQ3,LOCAL
1819,TSEQ3-E3,TSEQ3,REMOTE
1820,TSEQ3-E3,TSEQ3,CLOUD
1821,TSEQ3-E3,TSEQ3,LOCAL
1822,TSEQ3-E3,TSEQ3,REMOTE
1823,TSEQ3-E3,TSEQ3,CLOUD
1824,TSEQ3-E3,TSEQ3,LOCAL
1825,TSEQ3-E3,TSEQ3,REMOTE
1826,TSEQ3-E3,TSEQ3,CLOUD
1827,TSEQ3-E3,TSEQ3,LOCAL
1828,TSEQ3-E3,TSEQ3,REMOTE
1829,TSEQ3-E3,TSEQ3,CLOUD
1830,TSEQ3-E3,TSEQ3,LOCAL
1831,TSEQ3-E3,TSEQ3,REMOTE
1832,TSEQ3-E3,TSEQ3,CLOUD
1833,TSEQ3-E3,TSEQ3,LOCAL
1834,TSEQ3-E3,TSEQ3,REMOTE
1835,TSEQ3-E3,TSEQ3,CLOUD
1836,TSEQ3-E3,TSEQ3,LOCAL
1837,TSEQ3-E3,TSEQ3,REMOTE
1838,TSEQ3-E3,TSEQ3,CLOUD
1839,TSEQ3-E3,TSEQ3,LOCAL
1840,TSEQ3-E3,TSEQ3,REMOTE
1841,TSEQ3-E3,TSEQ3,CLOUD
1842,TSEQ3-E3,TSEQ3,LOCAL
1843,TSEQ3-E3,TSEQ3,REMOTE
1844,TSEQ3-E3,TSEQ3,CLOUD
1845,TSEQ3-E3,TSEQ3,LOCAL
1846,TSEQ3-E3,TSEQ3,REMOTE
1847,TSEQ3-E3,TSEQ3,CLOUD
1848,TSEQ3-E3,TSEQ3,LOCAL
1849,TSEQ3-E3,TSEQ3,REMOTE
1850,TSEQ3-E3,TSEQ3,CLOUD
1851,TSEQ3-E3,TSEQ3,LOCAL
1852,TSEQ3-E3,TSEQ3,REMOTE
1853,TSEQ3-E3,TSEQ3,CLOUD
1854,TSEQ3-E3,TSEQ3,LOCAL
1855,TSEQ3-E3,TSEQ3,REMOTE
1856,TSEQ3-E3,TSEQ3,CLOUD
1857,TSEQ3-E3,TSEQ3,LOCAL
1858,TSEQ3-E3,TSEQ3,REMOTE
1859,TSEQ3-E3,TSEQ3,CLOUD
1860,TSEQ3-E3,TSEQ3,LOCAL
1861,TSEQ3-E3,TSEQ3,REMOTE
1862,TSEQ3-E3,TSEQ3,CLOUD
1863,TSEQ3-E3,TSEQ3,LOCAL
1864,TSEQ3-E3,TSEQ3,REMOTE
1865,TSEQ3-E3,TSEQ3,CLOUD
1866,TSEQ3-E3,TSEQ3,LOCAL
1867,TSEQ3-E3,TSEQ3,REMOTE
1868,TSEQ3-E3,TSEQ3,CLOUD
1869,TSEQ3-E3,TSEQ3,LOCAL
1870,TSEQ3-E3,TSEQ3,REMOTE
1871,TSEQ3-E3,TSEQ3,CLOUD
1872,TSEQ3-E3,TSEQ3,LOCAL
1873,TSEQ3-E3,TSEQ3,REMOTE
1874,TSEQ3-E3,TSEQ3,CLOUD
1875,TSEQ3-E3,TSEQ3,LOCAL
1876,TSEQ3-E3,TSEQ3,REMOTE
1877,TSEQ3-E3,TSEQ3,CLOUD
1878,TSEQ3-E3,TSEQ3,LOCAL
1879,TSEQ3-E3,TSEQ3,REMOTE
1880,TSEQ3-E3,TSEQ3,CLOUD
1881,TSEQ3-E3,TSEQ3,LOCAL
1882,TSEQ3-E3,TSEQ3,REMOTE
1883,TSEQ3-E3,TSEQ3,CLOUD
1884,TSEQ3-E3,TSEQ3,LOCAL
1885,TSEQ3-E3,TSEQ3,REMOTE
1886,TSEQ3-E3,TSEQ3,CLOUD
1887,TSEQ3-E3,TSEQ3,LOCAL
1888,TSEQ3-E3,TSEQ3,REMOTE
1889,TSEQ3-E3,TSEQ3,CLOUD
1890,TSEQ3-E3,TSEQ3,LOCAL
1891,TSEQ3-E3,TSEQ3,REMOTE
1892,TSEQ3-E3,TSEQ3,CLOUD
1893,TSEQ3-E3,TSEQ3,LOCAL
1894,TSEQ3-E3,TSEQ3,REMOTE
1895,TSEQ3-E3,TSEQ3,CLOUD
1896,TSEQ3-E3,TSEQ3,LOCAL
1897,TSEQ3-E3,TSEQ3,REMOTE
1898,TSEQ3-E3,TSEQ3,CLOUD
1899,TSEQ3-E3,TSEQ3,LOCAL
1900,TSEQ4-E3,TSEQ4,REMOTE
1901,TSEQ4-E3,TSEQ4,LOCAL
1902,TSEQ4-E3,TSEQ4,CLOUD
1903,TSEQ4-E3,TSEQ4,REMOTE
1904,TSEQ4-E3,TSEQ4,LOCAL
1905,TSEQ4-E3,TSEQ4,CLOUD
1906,TSEQ4-E3,TSEQ4,REMOTE
1907,TSEQ4-E3,TSEQ4,LOCAL
1908,TSEQ4-E3,TSEQ4,CLOUD
1909,TSEQ4-E3,TSEQ4,REMOTE
1910,TSEQ4-E3,TSEQ4,LOCAL
1911,TSEQ4-E3,TSEQ4,CLOUD
1912,TSEQ4-E3,TSEQ4,REMOTE
1913,TSEQ4-E3,TSEQ4,LOCAL
1914,TSEQ4-E3,TSEQ4,CLOUD
1915,TSEQ4-E3,TSEQ4,REMOTE
1916,TSEQ4-E3,TSEQ4,LOCAL
1917,TSEQ4-E3,TSEQ4,CLOUD
1918,TSEQ4-E3,TSEQ4,REMOTE
1919,TSEQ4-E3,TSEQ4,LOCAL
1920,TSEQ4-E3,TSEQ4,CLOUD
1921,TSEQ4-E3,TSEQ4,REMOTE
1922,TSEQ4-E3,TSEQ4,LOCAL
1923,TSEQ4-E3,TSEQ4,CLOUD
1924,TSEQ4-E3,TSEQ4,REMOTE
1925,TSEQ4-E3,TSEQ4,LOCAL
1926,TSEQ4-E3,TSEQ4,CLOUD
1927,TSEQ4-E3,TSEQ4,REMOTE
1928,TSEQ4-E3,TSEQ4,LOCAL
1929,TSEQ4-E3,TSEQ4,CLOUD
1930,TSEQ4-E3,TSEQ4,REMOTE
1931,TSEQ4-E3,TSEQ4,LOCAL
1932,TSEQ4-E3,TSEQ4,CLOUD
1933,TSEQ4-E3,TSEQ4,REMOTE
1934,TSEQ4-E3,TSEQ4,LOCAL
1935,TSEQ4-E3,TSEQ4,CLOUD
1936,TSEQ4-E3,TSEQ4,REMOTE
1937,TSEQ4-E3,TSEQ4,LOCAL
1938,TSEQ4-E3,TSEQ4,CLOUD
1939,TSEQ4-E3,TSEQ4,REMOTE
1940,TSEQ4-E3,TSEQ4,LOCAL
1941,TSEQ4-E3,TSEQ4,CLOUD
1942,TSEQ4-E3,TSEQ4,REMOTE
1943,TSEQ4-E3,TSEQ4,LOCAL
1944,TSEQ4-E3,TSEQ4,CLOUD
1945,TSEQ4-E3,TSEQ4,REMOTE
1946,TSEQ4-E3,TSEQ4,LOCAL
1947,TSEQ4-E3,TSEQ4,CLOUD
1948,TSEQ4-E3,TSEQ4,REMOTE
1949,TSEQ4-E3,TSEQ4,LOCAL
1950,TSEQ4-E3,TSEQ4,CLOUD
1951,TSEQ4-E3,TSEQ4,REMOTE
1952,TSEQ4-E3,TSEQ4,LOCAL
1953,TSEQ4-E3,TSEQ4,CLOUD
1954,TSEQ4-E3,TSEQ4,REMOTE
1955,TSEQ4-E3,TSEQ4,LOCAL
1956,TSEQ4-E3,TSEQ4,CLOUD
1957,TSEQ4-E3,TSEQ4,REMOTE
1958,TSEQ4-E3,TSEQ4,LOCAL
1959,TSEQ4-E3,TSEQ4,CLOUD
1960,TSEQ4-E3,TSEQ4,REMOTE
1961,TSEQ4-E3,TSEQ4,LOCAL
1962,TSEQ4-E3,TSEQ4,CLOUD
1963,TSEQ4-E3,TSEQ4,REMOTE
1964,TSEQ4-E3,TSEQ4,LOCAL
1965,TSEQ4-E3,TSEQ4,CLOUD
1966,TSEQ4-E3,TSEQ4,REMOTE
1967,TSEQ4-E3,TSEQ4,LOCAL
1968,TSEQ4-E3,TSEQ4,CLOUD
1969,TSEQ4-E3,TSEQ4,REMOTE
1970,TSEQ4-E3,TSEQ4,LOCAL
1971,TSEQ4-E3,TSEQ4,CLOUD
1972,TSEQ4-E3,TSEQ4,REMOTE
1973,TSEQ4-E3,TSEQ4,LOCAL
1974,TSEQ4-E3,TSEQ4,CLOUD
1975,TSEQ4-E3,TSEQ4,REMOTE
1976,TSEQ4-E3,TSEQ4,LOCAL
1977,TSEQ4-E3,TSEQ4,CLOUD
1978,TSEQ4-E3,TSEQ4,REMOTE
1979,TSEQ4-E3,TSEQ4,LOCAL
1980,TSEQ4-E3,TSEQ4,CLOUD
1981,TSEQ4-E3,TSEQ4,REMOTE
1982,TSEQ4-E3,TSEQ4,LOCAL
1983,TSEQ4-E3,TSEQ4,CLOUD
1984,TSEQ4-E3,TSEQ4,REMOTE
1985,TSEQ4-E3,TSEQ4,LOCAL
1986,TSEQ4-E3,TSEQ4,CLOUD
1987,TSEQ4-E3,TSEQ4,REMOTE
1988,TSEQ4-E3,TSEQ4,LOCAL
1989,TSEQ4-E3,TSEQ4,CLOUD
1990,TSEQ4-E3,TSEQ4,REMOTE
1991,TSEQ4-E3,TSEQ4,LOCAL
1992,TSEQ4-E3,TSEQ4,CLOUD
1993,TSEQ4-E3,TSEQ4,REMOTE
1994,TSEQ4-E3,TSEQ4,LOCAL
1995,TSEQ4-E3,TSEQ4,CLOUD
1996,TSEQ4-E3,TSEQ4,REMOTE
1997,TSEQ4-E3,TSEQ4,LOCAL
1998,TSEQ4-E3,TSEQ4,CLOUD
1999,TSEQ4-E3,TSEQ4,REMOTE
2000,TSEQ0-E4,TSEQ0,LOCAL
2001,TSEQ0-E4,TSEQ0,LOCAL
2002,TSEQ0-E4,TSEQ0,LOCAL
2003,TSEQ0-E4,TSEQ0,LOCAL
2004,TSEQ0-E4,TSEQ0,LOCAL
2005,TSEQ0-E4,TSEQ0,LOCAL
2006,TSEQ0-E4,TSEQ0,LOCAL
2007,TSEQ0-E4,TSEQ0,LOCAL
2008,TSEQ0-E4,TSEQ0,LOCAL
2009,TSEQ0-E4,TSEQ0,LOCAL
2010,TSEQ0-E4,TSEQ0,LOCAL
2011,TSEQ0-E4,TSEQ0,LOCAL
2012,TSEQ0-E4,TSEQ0,LOCAL
2013,TSEQ0-E4,TSEQ0,LOCAL
2014,TSEQ0-E4,TSEQ0,LOCAL
2015,TSEQ0-E4,TSEQ0,LOCAL
2016,TSEQ0-E4,TSEQ0,LOCAL
2017,TSEQ0-E4,TSEQ0,LOCAL
2018,TSEQ0-E4,TSEQ0,LOCAL
2019,TSEQ0-E4,TSEQ0,LOCAL
2020,TSEQ0-E4,TSEQ0,LOCAL
2021,TSEQ0-E4,TSEQ0,LOCAL
2022,TSEQ0-E4,TSEQ0,LOCAL
2023,TSEQ0-E4,TSEQ0,LOCAL
2024,TSEQ0-E4,TSEQ0,LOCAL
2025,TSEQ0-E4,TSEQ0,LOCAL
2026,TSEQ0-E4,TSEQ0,LOCAL
2027,TSEQ0-E4,TSEQ0,LOCAL
2028,TSEQ0-E4,TSEQ0,LOCAL
2029,TSEQ0-E4,TSEQ0,LOCAL
2030,TSEQ0-E4,TSEQ0,LOCAL
2031,TSEQ0-E4,TSEQ0,LOCAL
2032,TSEQ0-E4,TSEQ0,LOCAL
2033,TSEQ0-E4,TSEQ0,LOCAL
2034,TSEQ0-E4,TSEQ0,LOCAL
2035,TSEQ0-E4,TSEQ0,LOCAL
2036,TSEQ0-E4,TSEQ0,LOCAL
2037,TSEQ0-E4,TSEQ0,LOCAL
2038,TSEQ0-E4,TSEQ0,LOCAL
2039,TSEQ0-E4,TSEQ0,LOCAL
2040,TSEQ0-E4,TSEQ0,LOCAL
2041,TSEQ0-E4,TSEQ0,LOCAL
2042,TSEQ0-E4,TSEQ0,LOCAL
2043,TSEQ0-E4,TSEQ0,LOCAL
2044,TSEQ0-E4,TSEQ0,LOCAL
2045,TSEQ0-E4,TSEQ0,LOCAL
2046,TSEQ0-E4,TSEQ0,LOCAL
2047,TSEQ0-E4,TSEQ0,LOCAL
2048,TSEQ0-E4,TSEQ0,LOCAL
2049,TSEQ0-E4,TSEQ0,LOCAL
2050,TSEQ0-E4,TSEQ0,LOCAL
2051,TSEQ0-E4,TSEQ0,LOCAL
2052,TSEQ0-E4,TSEQ0,LOCAL
2053,TSEQ0-E4,TSEQ0,LOCAL
2054,TSEQ0-E4,TSEQ0,LOCAL
2055,TSEQ0-E4,TSEQ0,LOCAL
2056,TSEQ0-E4,TSEQ0,LOCAL
2057,TSEQ0-E4,TSEQ0,LOCAL
2058,TSEQ0-E4,TSEQ0,LOCAL
2059,TSEQ0-E4,TSEQ0,LOCAL
2060,TSEQ0-E4,TSEQ0,LOCAL
2061,TSEQ0-E4,TSEQ0,LOCAL
2062,TSEQ0-E4,TSEQ0,LOCAL
2063,TSEQ0-E4,TSEQ0,LOCAL
2064,TSEQ0-E4,TSEQ0,LOCAL
2065,TSEQ0-E4,TSEQ0,LOCAL
2066,TSEQ0-E4,TSEQ0,LOCAL
2067,TSEQ0-E4,TSEQ0,LOCAL
2068,TSEQ0-E4,TSEQ0,LOCAL
2069,TSEQ0-E4,TSEQ0,LOCAL
2070,TSEQ0-E4,TSEQ0,LOCAL
2071,TSEQ0-E4,TSEQ0,LOCAL
2072,TSEQ0-E4,TSEQ0,LOCAL
2073,TSEQ0-E4,TSEQ0,LOCAL
2074,TSEQ0-E4,TSEQ0,LOCAL
2075,TSEQ0-E4,TSEQ0,LOCAL
2076,TSEQ0-E4,TSEQ0,LOCAL
2077,TSEQ0-E4,TSEQ0,LOCAL
2078,TSEQ0-E4,TSEQ0,LOCAL
2079,TSEQ0-E4,TSEQ0,LOCAL
2080,TSEQ0-E4,TSEQ0,LOCAL
2081,TSEQ0-E4,TSEQ0,LOCAL
2082,TSEQ0-E4,TSEQ0,LOCAL
2083,TSEQ0-E4,TSEQ0,LOCAL
2084,TSEQ0-E4,TSEQ0,LOCAL
2085,TSEQ0-E4,TSEQ0,LOCAL
2086,TSEQ0-E4,TSEQ0,LOCAL
2087,TSEQ0-E4,TSEQ0,LOCAL
2088,TSEQ0-E4,TSEQ0,LOCAL
2089,TSEQ0-E4,TSEQ0,LOCAL
2090,TSEQ0-E4,TSEQ0,LOCAL
2091,TSEQ0-E4,TSEQ0,LOCAL
2092,TSEQ0-E4,TSEQ0,LOCAL
2093,TSEQ0-E4,TSEQ0,LOCAL
2094,TSEQ0-E4,TSEQ0,LOCAL
2095,TSEQ0-E4,TSEQ0,LOCAL
2096,TSEQ0-E4,TSEQ0,LOCAL
2097,TSEQ0-E4,TSEQ0,LOCAL
2098,TSEQ0-E4,TSEQ0,LOCAL
2099,TSEQ0-E4,TSEQ0,LOCAL
2100,TSEQ1-E4,TSEQ1,REMOTE
2101,TSEQ1-E4,TSEQ1,LOCAL
2102,TSEQ1-E4,TSEQ1,REMOTE
2103,TSEQ1-E4,TSEQ1,REMOTE
2104,TSEQ1-E4,TSEQ1,REMOTE
2105,TSEQ1-E4,TSEQ1,REMOTE
2106,TSEQ1-E4,TSEQ1,REMOTE
2107,TSEQ1-E4,TSEQ1,REMOTE
2108,TSEQ1-E4,TSEQ1,REMOTE
2109,TSEQ1-E4,TSEQ1,REMOTE
2110,TSEQ1-E4,TSEQ1,REMOTE
2111,TSEQ1-E4,TSEQ1,REMOTE
2112,TSEQ1-E4,TSEQ1,REMOTE
2113,TSEQ1-E4,TSEQ1,REMOTE
2114,TSEQ1-E4,TSEQ1,REMOTE
2115,TSEQ1-E4,TSEQ1,REMOTE
2116,TSEQ1-E4,TSEQ1,REMOTE
2117,TSEQ1-E4,TSEQ1,REMOTE
2118,TSEQ1-E4,TSEQ1,REMOTE
2119,TSEQ1-E4,TSEQ1,REMOTE
2120,TSEQ1-E4,TSEQ1,REMOTE
2121,TSEQ1-E4,TSEQ1,REMOTE
2122,TSEQ1-E4,TSEQ1,REMOTE
2123,TSEQ1-E4,TSEQ1,REMOTE
2124,TSEQ1-E4,TSEQ1,REMOTE
2125,TSEQ1-E4,TSEQ1,REMOTE
2126,TSEQ1-E4,TSEQ1,REMOTE
2127,TSEQ1-E4,TSEQ1,REMOTE
2128,TSEQ1-E4,TSEQ1,REMOTE
2129,TSEQ1-E4,TSEQ1,REMOTE
2130,TSEQ1-E4,TSEQ1,REMOTE
2131,TSEQ1-E4,TSEQ1,REMOTE
2132,TSEQ1-E4,TSEQ1,REMOTE
2133,TSEQ1-E4,TSEQ1,REMOTE
2134,TSEQ1-E4,TSEQ1,REMOTE
2135,TSEQ1-E4,TSEQ1,REMOTE
2136,TSEQ1-E4,TSEQ1,REMOTE
2137,TSEQ1-E4,TSEQ1,REMOTE
2138,TSEQ1-E4,TSEQ1,REMOTE
2139,TSEQ1-E4,TSEQ1,REMOTE
2140,TSEQ1-E4,TSEQ1,REMOTE
2141,TSEQ1-E4,TSEQ1,REMOTE
2142,TSEQ1-E4,TSEQ1,REMOTE
2143,TSEQ1-E4,TSEQ1,REMOTE
2144,TSEQ1-E4,TSEQ1,REMOTE
2145,TSEQ1-E4,TSEQ1,REMOTE
2146,TSEQ1-E4,TSEQ1,REMOTE
2147,TSEQ1-E4,TSEQ1,REMOTE
2148,TSEQ1-E4,TSEQ1,REMOTE
2149,TSEQ1-E4,TSEQ1,REMOTE
2150,TSEQ1-E4,TSEQ1,REMOTE
2151,TSEQ1-E4,TSEQ1,REMOTE
2152,TSEQ1-E4,TSEQ1,REMOTE
2153,TSEQ1-E4,TSEQ1,REMOTE
2154,TSEQ1-E4,TSEQ1,REMOTE
2155,TSEQ1-E4,TSEQ1,REMOTE
2156,TSEQ1-E4,TSEQ1,REMOTE
2157,TSEQ1-E4,TSEQ1,REMOTE
2158,TSEQ1-E4,TSEQ1,REMOTE
2159,TSEQ1-E4,TSEQ1,REMOTE
2160,TSEQ1-E4,TSEQ1,REMOTE
2161,TSEQ1-E4,TSEQ1,REMOTE
2162,TSEQ1-E4,TSEQ1,REMOTE
2163,TSEQ1-E4,TSEQ1,REMOTE
2164,TSEQ1-E4,TSEQ1,REMOTE
2165,TSEQ1-E4,TSEQ1,REMOTE
2166,TSEQ1-E4,TSEQ1,REMOTE
2167,TSEQ1-E4,TSEQ1,REMOTE
2168,TSEQ1-E4,TSEQ1,REMOTE
2169,TSEQ1-E4,TSEQ1,REMOTE
2170,TSEQ1-E4,TSEQ1,REMOTE
2171,TSEQ1-E4,TSEQ1,REMOTE
2172,TSEQ1-E4,TSEQ1,REMOTE
2173,TSEQ1-E4,TSEQ1,REMOTE
2174,TSEQ1-E4,TSEQ1,REMOTE
2175,TSEQ1-E4,TSEQ1,REMOTE
2176,TSEQ1-E4,TSEQ1,REMOTE
2177,TSEQ1-E4,TSEQ1,REMOTE
2178,TSEQ1-E4,TSEQ1,REMOTE
2179,TSEQ1-E4,TSEQ1,REMOTE
2180,TSEQ1-E4,TSEQ1,REMOTE
2181,TSEQ1-E4,TSEQ1,REMOTE
2182,TSEQ1-E4,TSEQ1,REMOTE
2183,TSEQ1-E4,TSEQ1,REMOTE
2184,TSEQ1-E4,TSEQ1,REMOTE
2185,TSEQ1-E4,TSEQ1,REMOTE
