framework,pinned_commit,relative_path,line,behavior_kind,detail,disposition,reason
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2398,middleware,UndeterminedCallableMiddleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2400,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2400,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2400,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2400,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2442,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2448,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2448,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2448,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2448,tool,"Name(id='tracked_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2448,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2473,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2479,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2479,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2479,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2479,tool,"Name(id='tracked_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2479,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2496,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2499,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2499,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2499,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2499,tool,"Name(id='sample_tool_function', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2499,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2519,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2519,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2519,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2519,tool,"Name(id='sample_tool_function', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2519,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2537,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2541,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2541,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2541,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2541,tool,"Name(id='failing_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2571,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2588,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2588,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2588,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2588,tool,"Name(id='sample_tool_function', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2588,tool,"Name(id='slow_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2588,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2624,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2641,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2641,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2641,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2641,tool,"Name(id='sample_tool_function', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2641,tool,"Name(id='slow_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2641,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2674,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2688,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2688,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2688,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2688,tool,"Name(id='tracked_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2688,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2702,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2704,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2704,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2704,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2704,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2740,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2745,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2746,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2746,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2746,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2746,tool,"Name(id='sample_tool_function', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2746,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2746,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2784,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2799,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2799,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2799,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2799,tool,"Name(id='sample_tool_function', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2799,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2799,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2824,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2827,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2827,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2827,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2827,tool,"Name(id='sample_tool_function', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2827,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2851,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2859,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2860,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2860,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2860,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2860,tool,"Name(id='sample_tool_function', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2860,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2892,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2922,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2923,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2923,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2923,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2923,tool,"Name(id='guarded_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2923,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2923,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2979,middleware,MiddlewareFailure,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,3008,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,3009,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,3009,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,3009,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,3009,tool,"Name(id='guarded_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,3009,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,3009,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,54,middleware,LoggingChatMiddleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,193,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,193,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,193,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,193,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,227,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,227,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,227,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,227,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,227,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,390,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,391,middleware,MessageInjectionMiddleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,405,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,405,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,405,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,405,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,416,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,417,middleware,MessageInjectionMiddleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,429,conditional_edge,len(captured_messages) == 1,UNSUPPORTED,arbitrary Python condition is not a declarative BRANCH predicate
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,451,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,452,middleware,MessageInjectionMiddleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,462,conditional_edge,len(captured_messages) == 1,UNSUPPORTED,arbitrary Python condition is not a declarative BRANCH predicate
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,492,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,493,middleware,MessageInjectionMiddleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,506,tool,inject_message,SHARED_PRIMITIVE,decorated function executes behind the Tool boundary
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,509,conditional_edge,active_session is None,UNSUPPORTED,arbitrary Python condition is not a declarative BRANCH predicate
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,505,tool,tool,SHARED_PRIMITIVE,decorated Tool remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,525,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,525,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,525,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,525,tool,"Name(id='inject_message', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,525,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,538,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
